Product_Type,Brand,Build_Quality,User_Lifespan,Usage_Pattern,Expiry_Years,Condition,Original_Price,Used_Duration,Current_Price
Washing Machine,LG,2,13.3,Moderate,13.600000000000001,4,16983,9,4882.61
TV,TCL,5,14.2,Light,15.2,4,64892,2,47900.54
Microwave,LG,2,8.7,Heavy,8.799999999999999,2,5181,7,582.86
DSLR Camera,Fujifilm,3,8.3,Moderate,8.8,2,99550,7,13032.0
Washing Machine,Bosch,4,14.9,Light,15.700000000000001,1,25128,9,4289.37
Refrigerator,Samsung,5,8.1,Moderate,9.0,5,53970,1,47973.33
Refrigerator,Whirlpool,1,14.2,Moderate,14.299999999999999,3,31861,6,12944.92
Electric Scooter,Ola,4,5.3,Heavy,5.8,4,133218,2,74188.64
Refrigerator,Whirlpool,4,11.3,Heavy,11.8,5,76261,11,5170.24
Smartphone,Samsung,4,3.8,Moderate,4.5,3,55443,8,500.0
Smartphone,Apple,4,2.9,Moderate,3.6,3,59262,5,500.0
Tablet,Apple,4,4.2,Light,5.0,5,50534,4,10106.8
Tablet,Lenovo,2,6.6,Moderate,6.9,2,21872,1,8602.99
Washing Machine,LG,3,11.8,Heavy,12.1,1,22339,12,500.0
Smartphone,Apple,3,2.3,Light,2.9,4,115243,10,500.0
Tablet,Lenovo,2,4.7,Heavy,4.800000000000001,3,32815,1,16626.27
Smartphone,Apple,4,2.5,Heavy,3.0,3,98484,1,42019.84
Washing Machine,IFB,5,13.7,Light,14.7,3,26099,9,7084.01
Refrigerator,Godrej,2,13.9,Moderate,14.200000000000001,5,32716,7,16588.39
Laptop,Dell,2,4.7,Heavy,4.800000000000001,1,117582,7,500.0
Smartwatch,Noise,4,3.0,Light,3.8,4,21590,3,3727.12
Smartphone,Vivo,2,3.5,Light,3.9,2,28286,6,500.0
Tablet,Huawei,4,6.1,Moderate,6.8,5,64420,9,500.0
Washing Machine,Whirlpool,3,13.0,Moderate,13.5,4,40765,10,8983.4
Microwave,Samsung,1,8.1,Light,8.299999999999999,3,14524,7,1592.39
Washing Machine,IFB,4,10.8,Light,11.600000000000001,3,58524,11,2118.97
Air Conditioner,Daikin,2,13.6,Light,14.0,4,49938,2,36383.4
Washing Machine,LG,5,12.0,Moderate,12.9,1,58685,12,1637.72
Refrigerator,Godrej,5,13.2,Heavy,13.899999999999999,1,24456,2,8374.86
DSLR Camera,Canon,5,8.9,Heavy,9.6,4,85167,5,35912.08
Smartwatch,Noise,5,3.7,Heavy,4.4,1,13295,11,500.0
Washing Machine,Whirlpool,4,11.3,Light,12.100000000000001,3,26189,2,15302.17
Gaming Console,Sony,3,3.8,Moderate,4.300000000000001,5,66929,2,35799.23
DSLR Camera,Sony,1,6.2,Heavy,6.1000000000000005,1,169589,11,500.0
Washing Machine,IFB,5,9.6,Light,10.6,1,16775,5,3544.91
Smartwatch,Samsung,5,4.3,Moderate,5.2,1,49350,10,500.0
Washing Machine,LG,1,11.0,Heavy,10.899999999999999,4,51393,7,15630.07
Smartphone,Vivo,5,2.4,Heavy,3.1,3,108012,11,500.0
Air Conditioner,Daikin,1,14.7,Heavy,14.599999999999998,4,46280,2,33949.23
Laptop,Dell,5,5.4,Heavy,6.1000000000000005,3,83259,6,955.43
TV,Samsung,5,14.2,Heavy,14.899999999999999,4,116654,5,65882.11
Smartwatch,Noise,3,2.1,Light,2.7,5,17283,10,500.0
Tablet,Samsung,1,5.5,Heavy,5.4,1,17231,2,3037.76
Laptop,Dell,2,6.8,Moderate,7.1000000000000005,2,106052,5,17252.12
Laptop,Lenovo,1,6.4,Moderate,6.500000000000001,4,30194,5,5922.67
Gaming Console,Nintendo,4,5.4,Heavy,5.9,3,54907,2,27583.79
Microwave,Morphy Richards,5,8.2,Heavy,8.899999999999999,2,17555,1,8570.39
Refrigerator,Godrej,1,8.5,Light,8.7,4,40197,2,26312.86
Smartwatch,Noise,4,4.9,Light,5.7,3,33551,11,500.0
Gaming Console,Nintendo,2,6.9,Moderate,7.200000000000001,5,74383,6,12397.17
Microwave,LG,3,5.3,Light,5.9,4,8754,9,500.0
Electric Scooter,TVS,5,7.2,Light,8.2,4,108714,11,500.0
Refrigerator,Bosch,3,13.7,Moderate,14.2,3,38456,11,6066.3
Smartwatch,Apple,2,2.9,Heavy,3.0,4,23893,10,500.0
Smartwatch,Apple,5,4.9,Moderate,5.800000000000001,4,10604,2,5696.91
TV,TCL,4,9.3,Light,10.100000000000001,3,161825,11,500.0
DSLR Camera,Canon,5,8.0,Light,9.0,3,117664,9,500.0
Tablet,Lenovo,3,3.7,Light,4.300000000000001,4,41867,3,10379.12
Smartwatch,Apple,5,2.6,Light,3.6,5,19165,2,8517.78
Smartphone,OnePlus,4,4.3,Moderate,5.0,2,115485,6,500.0
Smartphone,OnePlus,3,3.0,Moderate,3.5,4,47673,9,500.0
Washing Machine,IFB,4,11.6,Light,12.4,1,42356,2,14209.75
DSLR Camera,Canon,4,9.6,Light,10.4,3,192005,7,47705.86
DSLR Camera,Nikon,1,7.9,Moderate,8.0,3,170149,7,16164.16
Gaming Console,Sony,4,6.4,Heavy,6.9,3,54617,1,35493.13
Smartwatch,Noise,4,4.0,Moderate,4.7,3,23611,5,500.0
Microwave,Samsung,1,5.1,Heavy,5.0,5,18008,8,500.0
Electric Scooter,Hero,3,4.7,Light,5.300000000000001,1,65353,7,500.0
Tablet,Huawei,3,4.1,Moderate,4.6,4,22060,12,500.0
Refrigerator,Bosch,3,8.9,Heavy,9.2,1,40616,2,12714.57
Electric Scooter,Hero,2,7.2,Light,7.6000000000000005,5,92142,9,500.0
Smartwatch,Apple,2,3.5,Light,3.9,3,6525,3,963.69
Refrigerator,LG,3,8.5,Heavy,8.799999999999999,5,38480,1,34107.27
Smartwatch,Boat,1,2.8,Moderate,2.9,5,38133,1,24983.69
DSLR Camera,Nikon,2,7.0,Moderate,7.300000000000001,3,75635,7,2362.3
Washing Machine,Bosch,4,12.8,Heavy,13.3,2,42872,1,21806.7
Air Conditioner,Daikin,1,11.6,Heavy,11.499999999999998,4,50766,12,500.0
Electric Scooter,Bajaj,5,7.5,Light,8.5,1,134616,6,15837.18
Refrigerator,Bosch,1,14.9,Heavy,14.799999999999999,5,43870,3,34977.43
Washing Machine,LG,2,10.5,Light,10.9,2,33690,7,6629.82
TV,LG,3,9.6,Heavy,9.899999999999999,2,188866,6,40920.97
Laptop,Asus,3,5.8,Heavy,6.1000000000000005,4,136922,6,1907.93
Refrigerator,Whirlpool,2,11.4,Moderate,11.700000000000001,4,46775,2,32962.38
Air Conditioner,Voltas,5,10.4,Heavy,11.1,4,50261,4,27326.59
Electric Scooter,TVS,4,7.4,Heavy,7.900000000000001,2,65957,12,500.0
Smartphone,Vivo,5,3.7,Light,4.7,4,112939,2,53201.48
Microwave,IFB,4,6.5,Moderate,7.2,4,17085,9,500.0
Washing Machine,Samsung,3,11.2,Heavy,11.499999999999998,3,31858,4,14543.87
Gaming Console,Nintendo,5,4.8,Moderate,5.7,3,54415,8,500.0
Refrigerator,Samsung,3,10.3,Moderate,10.8,5,58549,6,26021.78
TV,Samsung,3,12.7,Light,13.299999999999999,1,41851,2,14223.05
Washing Machine,IFB,4,9.9,Moderate,10.600000000000001,5,45874,5,24235.32
TV,OnePlus,3,14.9,Heavy,15.2,5,164722,5,110537.13
Smartphone,Vivo,1,3.0,Heavy,2.9000000000000004,5,26201,3,500.0
Laptop,Dell,3,4.2,Heavy,4.500000000000001,3,50365,2,19586.39
DSLR Camera,Nikon,5,8.1,Heavy,8.799999999999999,3,170508,6,41231.93
Washing Machine,LG,5,8.1,Moderate,9.0,1,46555,11,500.0
DSLR Camera,Fujifilm,2,8.0,Light,8.4,2,189491,10,500.0
Electric Scooter,Bajaj,5,6.1,Light,7.1,1,85338,9,500.0
Smartphone,OnePlus,5,4.9,Light,5.9,3,35038,4,7221.39
Smartwatch,Amazfit,3,2.6,Moderate,3.1,3,16475,7,500.0
TV,OnePlus,3,9.6,Heavy,9.899999999999999,4,188459,2,127828.5
DSLR Camera,Canon,3,7.3,Moderate,7.800000000000001,3,108001,6,18941.71
DSLR Camera,Nikon,4,8.6,Moderate,9.3,5,118864,4,67739.7
Laptop,Dell,2,4.1,Moderate,4.4,2,90501,3,15837.68
Smartphone,Xiaomi,4,2.4,Heavy,2.9000000000000004,2,29591,6,500.0
Smartwatch,Apple,3,3.2,Moderate,3.7,5,8187,4,500.0
Microwave,Samsung,4,5.1,Heavy,5.6,5,6117,12,500.0
Washing Machine,Whirlpool,4,10.4,Light,11.200000000000001,4,44588,7,14212.43
Microwave,IFB,2,8.3,Moderate,8.600000000000001,2,23922,12,500.0
Tablet,Samsung,1,5.5,Light,5.7,3,58477,1,30859.44
Smartwatch,Boat,2,4.5,Moderate,4.800000000000001,1,43836,9,500.0
Air Conditioner,Voltas,3,12.0,Heavy,12.299999999999999,3,39499,9,7418.1
TV,OnePlus,4,9.8,Heavy,10.3,4,63288,2,43349.21
Tablet,Huawei,5,6.6,Light,7.6,2,66148,5,10409.61
DSLR Camera,Fujifilm,2,5.2,Light,5.6000000000000005,1,185325,1,79160.25
Microwave,Samsung,4,9.5,Light,10.3,5,18858,9,2380.14
DSLR Camera,Fujifilm,4,9.6,Light,10.4,5,41544,9,5592.46
Microwave,Panasonic,2,9.2,Moderate,9.5,3,10345,10,500.0
Electric Scooter,Ather,2,4.4,Moderate,4.700000000000001,3,121281,8,500.0
Refrigerator,Godrej,2,14.8,Light,15.200000000000001,5,30633,7,16525.7
Microwave,LG,3,9.2,Heavy,9.499999999999998,4,19429,10,500.0
Smartwatch,Boat,3,4.9,Heavy,5.2,3,42087,7,500.0
Smartwatch,Amazfit,5,3.6,Heavy,4.3,4,35230,11,500.0
Air Conditioner,Carrier,2,14.2,Light,14.6,5,38525,8,17415.41
TV,LG,5,11.3,Moderate,12.200000000000001,5,99823,9,26183.08
Tablet,Huawei,5,5.0,Light,6.0,4,22912,11,500.0
TV,LG,1,11.4,Heavy,11.299999999999999,1,110469,1,40277.19
Washing Machine,IFB,1,14.1,Moderate,14.2,1,45777,9,6705.36
TV,Samsung,1,8.3,Heavy,8.2,2,176355,9,500.0
Tablet,Huawei,1,3.7,Moderate,3.8000000000000003,4,23839,12,500.0
TV,Sony,4,12.1,Moderate,12.8,1,128015,6,27203.19
Smartwatch,Amazfit,3,3.5,Moderate,3.9999999999999996,1,41690,1,8754.9
Refrigerator,Whirlpool,3,14.1,Heavy,14.399999999999999,5,29399,2,25315.81
DSLR Camera,Canon,3,7.8,Moderate,8.3,2,113800,7,11407.42
Washing Machine,IFB,5,9.3,Moderate,10.200000000000001,4,19795,10,500.0
Smartwatch,Boat,3,4.5,Heavy,4.8,2,21272,8,500.0
TV,Samsung,2,13.0,Light,13.4,4,121424,6,56996.79
Laptop,HP,2,4.2,Heavy,4.300000000000001,4,59593,3,15314.02
DSLR Camera,Fujifilm,1,9.6,Light,9.799999999999999,3,90552,12,500.0
Laptop,Lenovo,2,5.0,Light,5.4,5,39974,10,500.0
Gaming Console,Nintendo,5,6.3,Heavy,7.0,4,76170,10,500.0
Smartwatch,Apple,3,2.8,Light,3.4,2,3218,1,1044.9
Refrigerator,Godrej,3,8.1,Heavy,8.399999999999999,1,64901,10,500.0
Smartphone,Samsung,3,2.9,Moderate,3.4,3,66560,4,500.0
Tablet,Lenovo,5,6.5,Moderate,7.4,5,62087,6,11746.19
DSLR Camera,Nikon,5,9.0,Light,10.0,3,71613,4,32655.53
Tablet,Samsung,2,4.2,Heavy,4.300000000000001,3,28534,9,500.0
Tablet,Apple,1,6.1,Moderate,6.2,2,26855,1,10360.83
Smartwatch,Noise,3,2.9,Moderate,3.4,1,30243,8,500.0
Microwave,LG,2,7.0,Light,7.4,1,22929,10,500.0
Laptop,Dell,4,3.7,Light,4.5,4,114063,7,500.0
Air Conditioner,Voltas,1,9.0,Light,9.2,3,34316,4,13577.2
Gaming Console,Sony,3,5.8,Heavy,6.1000000000000005,3,48404,5,6633.73
Laptop,Asus,4,6.3,Light,7.1,1,104878,3,24225.34
Laptop,HP,4,4.3,Light,5.1,2,102312,1,45237.95
Air Conditioner,Blue Star,4,9.4,Moderate,10.100000000000001,5,38665,12,500.0
Smartphone,Apple,3,3.7,Light,4.300000000000001,1,79042,10,500.0
Gaming Console,Microsoft,1,6.7,Light,6.9,1,48104,10,500.0
Electric Scooter,Ather,2,7.3,Light,7.7,4,109814,5,32730.28
Tablet,Lenovo,4,4.0,Light,4.8,1,13195,9,500.0
Refrigerator,Samsung,2,9.1,Moderate,9.4,5,72167,5,33780.3
Tablet,Apple,5,5.8,Light,6.8,2,12887,12,500.0
Laptop,Dell,4,4.2,Moderate,4.9,4,116406,4,18173.59
Laptop,Asus,3,4.2,Heavy,4.500000000000001,3,41678,8,500.0
Washing Machine,Whirlpool,5,12.9,Heavy,13.6,4,27945,6,13273.88
Tablet,Samsung,2,4.4,Light,4.800000000000001,5,14436,2,8421.0
Washing Machine,IFB,1,9.1,Moderate,9.2,3,49763,2,27261.47
Gaming Console,Nintendo,3,4.1,Moderate,4.6,1,58684,4,3980.31
Gaming Console,Nintendo,4,6.4,Light,7.2,2,55761,11,500.0
Microwave,Samsung,4,5.2,Heavy,5.7,2,23488,3,6119.24
Smartphone,Apple,1,3.1,Moderate,3.2,5,91443,10,500.0
Tablet,Samsung,1,4.1,Heavy,4.0,4,20097,6,500.0
Tablet,Lenovo,4,4.1,Heavy,4.6,4,21085,4,2255.18
Laptop,HP,4,5.8,Moderate,6.5,4,134965,7,500.0
Electric Scooter,Bajaj,2,5.0,Light,5.4,5,156696,6,500.0
DSLR Camera,Canon,3,6.2,Light,6.800000000000001,5,151314,10,500.0
Washing Machine,Bosch,3,13.7,Light,14.299999999999999,5,42425,8,18690.73
Washing Machine,Samsung,1,10.6,Heavy,10.499999999999998,1,52121,4,12906.15
Smartphone,Apple,2,2.3,Light,2.6999999999999997,1,97080,3,500.0
Tablet,Apple,5,4.7,Light,5.7,2,75359,8,500.0
Smartphone,Realme,4,2.3,Heavy,2.8,1,79093,8,500.0
Refrigerator,Whirlpool,5,12.0,Moderate,12.9,3,78012,10,12276.31
Electric Scooter,Ola,3,6.1,Heavy,6.3999999999999995,3,152803,1,90249.27
Electric Scooter,Ather,1,4.5,Light,4.7,5,77907,2,44755.09
Smartwatch,Samsung,1,4.6,Light,4.8,5,26410,6,500.0
Microwave,IFB,3,8.7,Moderate,9.2,3,20576,4,8140.94
Washing Machine,IFB,5,8.9,Moderate,9.8,1,47687,5,9342.76
Laptop,Apple,1,3.7,Light,3.9000000000000004,4,49160,10,500.0
Gaming Console,Nintendo,2,6.7,Moderate,7.000000000000001,1,75638,7,500.0
Smartphone,Vivo,3,2.4,Moderate,2.9,5,40891,9,500.0
TV,OnePlus,1,10.1,Light,10.299999999999999,4,193447,12,500.0
Washing Machine,Whirlpool,4,13.0,Moderate,13.700000000000001,4,35954,8,12715.12
Washing Machine,Whirlpool,2,12.7,Moderate,13.0,1,49452,12,1521.6
Refrigerator,Bosch,4,11.6,Moderate,12.3,4,68164,5,34386.8
Refrigerator,Godrej,2,8.9,Heavy,9.0,2,49029,5,11984.87
Washing Machine,IFB,3,11.9,Heavy,12.2,2,51864,5,16834.54
Air Conditioner,Carrier,1,9.9,Heavy,9.799999999999999,4,39908,1,30460.39
Tablet,Samsung,5,5.5,Moderate,6.4,2,20411,2,6454.98
DSLR Camera,Fujifilm,1,9.1,Heavy,8.999999999999998,4,176403,9,500.0
TV,Sony,3,12.7,Moderate,13.2,1,45025,2,15281.21
Refrigerator,Samsung,3,12.3,Heavy,12.6,5,50496,3,38473.14
Smartwatch,Amazfit,1,4.0,Moderate,4.1000000000000005,4,12994,11,500.0
Tablet,Apple,4,4.1,Heavy,4.6,5,76921,6,500.0
Gaming Console,Sony,3,6.2,Heavy,6.500000000000001,1,32101,7,500.0
Smartphone,OnePlus,2,2.8,Heavy,2.9,3,11156,2,2215.81
TV,Samsung,5,12.6,Heavy,13.299999999999999,4,70467,4,41882.83
Smartwatch,Noise,3,4.1,Light,4.699999999999999,4,19179,12,500.0
Gaming Console,Microsoft,1,5.4,Moderate,5.500000000000001,3,44089,12,500.0
Gaming Console,Sony,4,6.1,Moderate,6.8,3,34765,6,3108.4
Laptop,Acer,4,6.2,Moderate,6.9,4,120008,11,500.0
Refrigerator,Bosch,2,14.7,Light,15.1,4,23844,4,14898.55
Air Conditioner,Blue Star,3,11.2,Light,11.799999999999999,1,52481,11,1423.21
Microwave,LG,4,5.4,Heavy,5.9,4,12721,9,500.0
Laptop,Acer,3,6.9,Moderate,7.4,2,91980,1,43752.65
Laptop,Acer,3,6.8,Light,7.4,1,79584,1,27531.76
Air Conditioner,Voltas,2,8.8,Heavy,8.9,4,45744,6,12669.55
Electric Scooter,Bajaj,3,5.3,Heavy,5.6000000000000005,2,65446,3,16712.1
Smartwatch,Apple,2,4.4,Light,4.800000000000001,5,28310,11,500.0
DSLR Camera,Fujifilm,1,9.0,Heavy,8.899999999999999,2,166021,11,500.0
Laptop,Dell,2,6.6,Moderate,6.9,2,120690,3,37518.85
TV,Samsung,5,9.6,Heavy,10.299999999999999,1,84364,10,982.88
Smartwatch,Noise,5,4.8,Light,5.8,4,11518,5,1302.73
Washing Machine,Samsung,1,13.3,Heavy,13.2,3,26435,10,4485.94
Smartphone,Xiaomi,5,3.2,Moderate,4.1000000000000005,5,92944,12,500.0
Microwave,Panasonic,5,6.0,Light,7.0,5,11677,6,1668.14
DSLR Camera,Sony,1,6.1,Light,6.3,1,191475,7,500.0
Air Conditioner,Carrier,2,11.1,Heavy,11.2,3,59641,11,745.51
Smartphone,Vivo,4,3.5,Moderate,4.2,4,117588,1,73464.5
Washing Machine,Bosch,1,10.6,Light,10.799999999999999,1,18602,7,2618.06
Smartwatch,Noise,4,2.8,Light,3.5999999999999996,4,28613,1,16945.25
Gaming Console,Sony,5,6.2,Light,7.2,1,36628,1,16401.2
Gaming Console,Sony,1,3.6,Moderate,3.7,1,44850,5,500.0
Air Conditioner,Carrier,4,13.5,Light,14.3,5,32817,7,16752.73
Refrigerator,Samsung,2,8.3,Light,8.700000000000001,4,71291,5,25771.29
Smartwatch,Amazfit,4,2.4,Light,3.2,3,16140,8,500.0
Tablet,Huawei,1,7.0,Heavy,6.9,4,20104,1,14096.11
Laptop,HP,1,5.8,Moderate,5.9,1,45074,2,11917.87
Smartwatch,Samsung,3,2.1,Heavy,2.4000000000000004,1,33225,2,1550.5
Tablet,Apple,4,4.9,Light,5.7,3,76244,3,23113.97
Washing Machine,Bosch,4,8.3,Moderate,9.000000000000002,5,32444,10,500.0
Smartphone,OnePlus,3,4.2,Light,4.800000000000001,2,37319,8,500.0
Gaming Console,Nintendo,2,3.6,Moderate,3.9,2,71326,10,500.0
Washing Machine,Samsung,2,9.1,Light,9.5,3,29250,7,5388.16
Laptop,Dell,1,5.7,Heavy,5.6000000000000005,4,131428,10,500.0
DSLR Camera,Nikon,1,5.7,Light,5.9,3,122225,5,14169.81
Air Conditioner,LG,4,12.9,Moderate,13.600000000000001,3,38850,8,11197.94
Gaming Console,Microsoft,1,6.2,Moderate,6.300000000000001,2,35977,8,500.0
Refrigerator,Bosch,1,9.2,Light,9.399999999999999,5,44876,1,40101.96
Refrigerator,Samsung,2,9.0,Light,9.4,1,34927,5,6539.52
Smartphone,Samsung,1,2.3,Moderate,2.4,4,31360,8,500.0
Refrigerator,Godrej,4,13.0,Moderate,13.700000000000001,2,36506,9,6888.18
Smartphone,Samsung,4,3.9,Moderate,4.6000000000000005,1,40534,8,500.0
TV,Sony,5,14.7,Heavy,15.399999999999999,1,129592,2,45104.75
Tablet,Samsung,1,5.7,Heavy,5.6000000000000005,5,26762,11,500.0
Gaming Console,Microsoft,4,5.7,Heavy,6.2,5,51789,1,43435.94
TV,LG,3,8.0,Heavy,8.299999999999999,4,45352,5,15326.79
Gaming Console,Microsoft,2,3.6,Moderate,3.9,3,64105,1,36227.54
Refrigerator,Godrej,5,13.4,Heavy,14.1,3,62452,8,18912.77
Tablet,Lenovo,2,4.2,Moderate,4.500000000000001,5,30761,12,500.0
Air Conditioner,Daikin,1,10.5,Moderate,10.6,3,36285,6,11022.42
Smartphone,Samsung,4,3.1,Heavy,3.6000000000000005,5,82325,10,500.0
Washing Machine,Samsung,5,10.0,Moderate,10.9,5,49284,4,31198.13
Electric Scooter,Hero,3,6.4,Moderate,6.9,2,96119,12,500.0
Refrigerator,Bosch,4,13.7,Heavy,14.2,4,60704,5,33429.95
Tablet,Apple,1,4.3,Heavy,4.2,2,52273,12,500.0
Washing Machine,Whirlpool,2,14.4,Heavy,14.5,4,52778,2,38673.53
Tablet,Apple,2,3.7,Heavy,3.8000000000000007,3,13051,6,500.0
Washing Machine,Bosch,3,10.1,Light,10.7,4,42475,1,32729.57
DSLR Camera,Sony,4,6.8,Light,7.6,1,65954,9,500.0
Smartphone,OnePlus,2,3.3,Moderate,3.5999999999999996,2,98686,11,500.0
TV,Sony,1,13.0,Moderate,13.1,1,26053,5,6443.64
Refrigerator,LG,5,10.3,Heavy,11.0,2,79259,4,27740.65
Microwave,Morphy Richards,5,6.6,Moderate,7.5,3,13145,5,3067.17
Air Conditioner,Blue Star,2,9.0,Light,9.4,5,32862,3,22374.13
Microwave,LG,4,5.1,Moderate,5.8,4,25357,1,17837.34
Smartwatch,Boat,4,2.1,Moderate,2.8000000000000003,1,43540,4,500.0
Laptop,Lenovo,5,5.6,Light,6.6,1,59201,2,16504.52
Electric Scooter,Ola,2,5.5,Light,5.9,2,131968,6,500.0
Air Conditioner,LG,3,9.3,Moderate,9.8,5,45554,8,8367.06
DSLR Camera,Fujifilm,3,6.2,Light,6.800000000000001,4,128963,7,500.0
Electric Scooter,Ather,2,5.4,Heavy,5.500000000000001,1,95284,6,500.0
Smartphone,OnePlus,4,3.4,Light,4.2,5,12325,1,9390.48
Electric Scooter,Ather,3,4.1,Heavy,4.3999999999999995,2,92548,1,39332.9
TV,Sony,1,11.0,Heavy,10.899999999999999,3,167907,6,52836.79
Smartwatch,Apple,4,2.6,Heavy,3.1000000000000005,2,38732,8,500.0
Smartwatch,Noise,1,3.8,Moderate,3.9,3,26256,5,500.0
Washing Machine,Whirlpool,2,12.4,Light,12.8,5,26649,2,22485.09
Washing Machine,IFB,5,11.4,Light,12.4,1,24122,3,7314.41
Tablet,Lenovo,5,3.8,Heavy,4.5,1,36180,10,500.0
Refrigerator,LG,4,12.6,Moderate,13.3,4,24887,4,14791.86
TV,LG,3,9.6,Light,10.2,4,169262,7,45136.53
Gaming Console,Nintendo,3,6.4,Light,7.0,5,33769,1,28944.86
Laptop,Asus,4,6.0,Heavy,6.5,3,40436,3,15241.26
Tablet,Apple,1,3.9,Heavy,3.8,4,52082,10,500.0
Refrigerator,Godrej,2,12.5,Moderate,12.8,4,43853,8,13978.14
Smartphone,Realme,5,3.9,Heavy,4.6000000000000005,5,40251,6,500.0
Air Conditioner,LG,3,13.1,Heavy,13.399999999999999,3,48143,3,26155.3
Gaming Console,Microsoft,2,5.5,Moderate,5.800000000000001,3,48462,10,500.0
TV,Samsung,4,8.5,Light,9.3,5,176947,10,500.0
Refrigerator,Whirlpool,3,13.8,Heavy,14.1,2,46598,9,9270.03
Washing Machine,LG,5,11.1,Light,12.1,5,47509,3,35729.91
Gaming Console,Sony,1,4.7,Moderate,4.800000000000001,1,72199,11,500.0
Laptop,Lenovo,2,6.3,Moderate,6.6000000000000005,4,70080,9,500.0
Smartphone,Vivo,2,2.7,Moderate,3.0,1,74911,2,6991.69
Tablet,Lenovo,5,5.3,Moderate,6.2,2,19223,11,500.0
Refrigerator,Samsung,2,9.7,Moderate,10.0,1,67586,1,24330.96
Electric Scooter,Ather,4,4.4,Moderate,5.1000000000000005,3,60298,10,500.0
Washing Machine,Whirlpool,4,11.5,Heavy,12.0,3,42051,11,2452.98
Tablet,Apple,2,5.6,Moderate,5.9,5,29986,5,4574.14
Electric Scooter,Ather,4,4.1,Heavy,4.6,5,69935,1,54731.74
Gaming Console,Nintendo,2,3.7,Light,4.1000000000000005,5,76853,10,500.0
Electric Scooter,Ola,2,7.2,Moderate,7.500000000000001,5,139356,7,9290.4
Air Conditioner,Carrier,5,15.0,Light,16.0,5,34623,9,15147.56
Washing Machine,Whirlpool,2,14.2,Light,14.6,3,36399,6,15008.35
Laptop,HP,3,4.0,Light,4.6,4,82638,11,500.0
Smartwatch,Boat,1,2.9,Moderate,3.0,3,31598,5,500.0
Gaming Console,Microsoft,2,5.3,Heavy,5.4,4,31122,1,22315.63
DSLR Camera,Fujifilm,5,6.5,Heavy,7.2,2,91655,8,500.0
Electric Scooter,Hero,2,4.5,Heavy,4.6000000000000005,1,60564,5,500.0
TV,Samsung,1,13.5,Heavy,13.399999999999999,1,90567,3,28116.32
Microwave,Samsung,1,9.4,Light,9.6,1,7907,7,856.59
DSLR Camera,Canon,1,5.1,Heavy,5.0,1,163687,10,500.0
DSLR Camera,Canon,4,9.9,Light,10.700000000000001,1,44961,10,1529.51
Laptop,Dell,1,4.8,Heavy,4.7,4,50587,11,500.0
Microwave,IFB,4,6.2,Light,7.0,4,25532,6,3100.31
Tablet,Samsung,1,5.0,Heavy,4.9,5,56143,6,500.0
Electric Scooter,Ola,2,4.8,Heavy,4.9,3,70027,12,500.0
Microwave,IFB,1,5.5,Heavy,5.4,4,17889,11,500.0
DSLR Camera,Canon,1,8.0,Light,8.2,2,173514,4,56878.74
Smartwatch,Noise,5,2.6,Heavy,3.3000000000000003,5,48879,1,34067.18
Microwave,Panasonic,3,8.1,Heavy,8.399999999999999,4,21255,11,500.0
Gaming Console,Sony,1,5.7,Moderate,5.800000000000001,1,44427,12,500.0
Air Conditioner,Carrier,5,8.1,Moderate,9.0,1,49377,2,15361.73
Smartwatch,Samsung,2,2.2,Heavy,2.3000000000000003,4,34079,7,500.0
Microwave,Panasonic,4,7.2,Light,8.0,1,25281,8,500.0
TV,Sony,2,13.4,Heavy,13.5,3,164592,5,72542.4
Smartwatch,Boat,5,2.7,Heavy,3.4000000000000004,3,22470,9,500.0
Laptop,HP,5,5.9,Heavy,6.6000000000000005,1,131586,1,44659.49
Electric Scooter,Ather,3,7.4,Moderate,7.9,5,104921,2,78358.72
Electric Scooter,Hero,4,7.4,Light,8.200000000000001,2,122990,9,500.0
Smartwatch,Noise,2,3.4,Heavy,3.5,3,48780,11,500.0
Laptop,Lenovo,3,4.7,Moderate,5.200000000000001,5,99928,8,500.0
Air Conditioner,Blue Star,5,8.1,Heavy,8.799999999999999,1,52257,11,500.0
Laptop,HP,2,6.3,Moderate,6.6000000000000005,2,92175,1,43015.0
Smartphone,OnePlus,3,3.6,Moderate,4.1000000000000005,4,57400,10,500.0
Gaming Console,Nintendo,4,4.2,Moderate,4.9,2,55193,8,500.0
Washing Machine,IFB,5,9.1,Light,10.1,5,21247,11,500.0
DSLR Camera,Nikon,5,8.4,Light,9.4,2,104954,3,45733.15
Laptop,Apple,2,4.4,Heavy,4.500000000000001,4,122438,5,500.0
Smartwatch,Samsung,3,3.2,Heavy,3.5000000000000004,2,35412,8,500.0
Tablet,Samsung,2,4.3,Heavy,4.4,5,47588,5,500.0
Washing Machine,Samsung,3,13.9,Moderate,14.4,5,40078,1,37294.81
Microwave,Morphy Richards,5,8.2,Moderate,9.1,3,5569,5,1756.38
Electric Scooter,Hero,3,5.4,Moderate,5.9,1,148136,12,500.0
Laptop,Lenovo,4,5.7,Moderate,6.4,4,42347,1,30370.74
Electric Scooter,Ola,2,6.5,Light,6.9,5,60199,10,500.0
Smartwatch,Amazfit,3,3.9,Heavy,4.2,2,17003,10,500.0
Gaming Console,Sony,4,6.7,Moderate,7.4,5,35925,1,31070.27
